DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NC,3821,11917.39021,3853.300707,2502.512693
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NJ,3822,33794.09445,4257.571429,2868.964417
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,OH,4390,13488.34442,3818.077221,2376.676993
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,IL,4752,16737.98779,4071.970539,2612.482534
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,CA,5211,31328.21013,5058.431203,3717.351564
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,PA,5304,18500.01056,3901.53997,2397.16629
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NY,5813,17307.03578,5043.086874,3579.423361
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,TX,6145,20009.77185,3754.729211,2455.042148
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,FL,10055,20494.79015,3529.443362,2309.710293
312 - SYNCOPE & COLLAPSE,AK,60,27336.2,7449.466667,6448.633333
312 - SYNCOPE & COLLAPSE,WY,72,15511.70833,5910.333333,4998.777778
312 - SYNCOPE & COLLAPSE,VT,103,13232.05825,5842.087379,4639.941748
312 - SYNCOPE & COLLAPSE,ND,125,12786.512,4964.528,3703.04
312 - SYNCOPE & COLLAPSE,MT,136,12557.69853,4778.080882,3690.308824
312 - SYNCOPE & COLLAPSE,SD,171,17371.92982,5287.573099,4045.128655
312 - SYNCOPE & COLLAPSE,ID,183,13687.34973,4858.704918,3658.79235
312 - SYNCOPE & COLLAPSE,HI,200,20138.68,7154.96,5560.875
312 - SYNCOPE & COLLAPSE,UT,274,13601.82847,5101.372263,3509.452555
312 - SYNCOPE & COLLAPSE,NM,308,19296.71753,5447.772727,4279.25974
312 - SYNCOPE & COLLAPSE,RI,316,20487.94937,6002.012658,4661.601266
312 - SYNCOPE & COLLAPSE,NH,379,18886.7124,5175.686016,4078.084433
312 - SYNCOPE & COLLAPSE,ME,380,13172.69737,5099.128947,4024.710526
312 - SYNCOPE & COLLAPSE,DC,398,21011.40704,7136.045226,5213.937186
312 - SYNCOPE & COLLAPSE,OR,454,16157.23789,5623.255507,4348.068282
312 - SYNCOPE & COLLAPSE,DE,533,13727.22514,5669.542214,4225.536585
312 - SYNCOPE & COLLAPSE,NE,566,17632.62014,5074.024735,3797.674912
312 - SYNCOPE & COLLAPSE,KS,672,22178.09226,4593.125,3503.763393
312 - SYNCOPE & COLLAPSE,NV,679,34150.83358,5492.257732,4064.765832
312 - SYNCOPE & COLLAPSE,CO,696,27788.20259,5149.66954,3953.636494
312 - SYNCOPE & COLLAPSE,IA,703,15710.99716,4614.365576,3480.954481
312 - SYNCOPE & COLLAPSE,WV,859,14395.12456,5005.275902,3534.527357
312 - SYNCOPE & COLLAPSE,AR,1032,16352.92539,4502.431202,3479.719961
312 - SYNCOPE & COLLAPSE,LA,1064,19992.41541,4700.164474,3565.863722
312 - SYNCOPE & COLLAPSE,OK,1212,17216.31188,4714.457921,3497.841584
312 - SYNCOPE & COLLAPSE,MN,1216,15199.02796,5594.082237,4337.134868
312 - SYNCOPE & COLLAPSE,MS,1234,21220.93355,4489.126418,3428.670989
312 - SYNCOPE & COLLAPSE,WA,1276,21026.3127,5499.969436,4254.559561
312 - SYNCOPE & COLLAPSE,WI,1327,17593.5584,5028.259231,3866.841748
312 - SYNCOPE & COLLAPSE,AZ,1356,27386.45133,5142.810472,3992.132006
312 - SYNCOPE & COLLAPSE,SC,1515,22848.25545,4899.965677,3611.669307
312 - SYNCOPE & COLLAPSE,AL,1629,22892.16083,4419.074279,3187.46593
312 - SYNCOPE & COLLAPSE,KY,1706,17601.24736,4864.262603,3616.837046
312 - SYNCOPE & COLLAPSE,TN,1780,20996.8191,4515.001685,3368.571348
312 - SYNCOPE & COLLAPSE,CT,1874,20462.92529,6296.073639,4873.080043
312 - SYNCOPE & COLLAPSE,MO,1888,20308.89142,4748.429555,3640.172669
312 - SYNCOPE & COLLAPSE,GA,2238,21716.81948,4863.531725,3682.420465
312 - SYNCOPE & COLLAPSE,NC,2656,17065.06325,5123.169428,3770.599398
312 - SYNCOPE & COLLAPSE,IN,2676,18005.50523,4912.21151,3676.93012
312 - SYNCOPE & COLLAPSE,VA,3072,18626.53483,4921.916667,3533.596029
312 - SYNCOPE & COLLAPSE,MA,3116,12285.55777,6374.149872,5183.019255
312 - SYNCOPE & COLLAPSE,MD,3205,7062.141342,6623.709828,5591.418097
312 - SYNCOPE & COLLAPSE,OH,4512,18237.45479,5044.634973,3618.259752
312 - SYNCOPE & COLLAPSE,NJ,4885,44758.43849,5689.394063,4358.181576
312 - SYNCOPE & COLLAPSE,IL,4923,22491.39366,5439.863092,4082.675807
312 - SYNCOPE & COLLAPSE,MI,5186,14584.3442,5339.640185,4101.174315
312 - SYNCOPE & COLLAPSE,PA,5540,25554.10181,5213.758123,3779.994765
312 - SYNCOPE & COLLAPSE,TX,5844,29092.72091,5021.015058,3749.80065
312 - SYNCOPE & COLLAPSE,CA,6288,39517.56982,6770.788963,5529.491571
312 - SYNCOPE & COLLAPSE,FL,10219,29628.99188,4681.702808,3513.005186
312 - SYNCOPE & COLLAPSE,NY,10549,22212.60707,7167.35956,5701.66357
313 - CHEST PAIN,VT,43,10561.60465,4614.232558,3713.581395
313 - CHEST PAIN,AK,50,22402.38,5909.16,4251.96
313 - CHEST PAIN,HI,100,15347.31,5458.25,3905.15
313 - CHEST PAIN,RI,110,19185.45455,4814.009091,3347.890909
313 - CHEST PAIN,WY,114,14929.52632,4391.587719,3408.77193
313 - CHEST PAIN,ND,119,9465.546218,3741.596639,2653.201681
313 - CHEST PAIN,MT,153,12009.23529,3673.339869,2617.091503
313 - CHEST PAIN,ID,159,13600.07547,3823.138365,2783.767296
313 - CHEST PAIN,NH,167,17564.57485,3929.287425,2756.341317
313 - CHEST PAIN,ME,186,13517.76882,4053.408602,2886.967742
313 - CHEST PAIN,SD,198,14025.95455,4118.661616,2746.146465
313 - CHEST PAIN,DE,233,11706.66953,4386.291845,3057.974249
313 - CHEST PAIN,UT,269,12679.68401,3976.078067,2550.650558
313 - CHEST PAIN,OR,334,13542.75749,4285.928144,3054.718563
313 - CHEST PAIN,NM,384,16789.89844,4070.520833,2910.617188
313 - CHEST PAIN,NE,402,17174.14179,4337.328358,2707.288557
313 - CHEST PAIN,DC,420,16519.3,5273.314286,3690.116667
313 - CHEST PAIN,KS,607,19590.74135,3696.998353,2433.756178
313 - CHEST PAIN,NV,617,32962.94489,4095.873582,2844.640194
313 - CHEST PAIN,IA,671,13482.29955,3612.491803,2440.983607
313 - CHEST PAIN,CO,714,22902.05742,3972.837535,2773.085434
313 - CHEST PAIN,AR,946,13113.9186,3380.063425,2302.553911
313 - CHEST PAIN,MS,969,18475.06295,3509.658411,2427.416925
313 - CHEST PAIN,WV,1012,12312.46937,3828.066206,2612.282609
313 - CHEST PAIN,AZ,1058,21751.77316,4117.26276,2960.568998
313 - CHEST PAIN,MN,1082,13668.52033,4400.200555,3077.651571
313 - CHEST PAIN,SC,1082,19737.8586,3709.908503,2388.689464
313 - CHEST PAIN,WA,1097,19435.50866,4391.501367,2976.56062
313 - CHEST PAIN,CT,1124,16499.29093,4744.975089,3431.251779
313 - CHEST PAIN,LA,1134,16588.44356,3639.013228,2491.435626
313 - CHEST PAIN,AL,1188,19344.79966,3476.740741,2337.139731
313 - CHEST PAIN,WI,1212,15337.68234,3964.407591,2741.49835
313 - CHEST PAIN,MA,1268,11487.82729,4941.757098,3823.320189
313 - CHEST PAIN,TN,1408,20139.65412,3572.947443,2396.34446
313 - CHEST PAIN,OK,1495,13400.8796,3597.7699,2418.77592
313 - CHEST PAIN,KY,1714,14893.35064,3719.065344,2552.903734
313 - CHEST PAIN,GA,1752,19154.08219,3750.606735,2540.343037
313 - CHEST PAIN,IN,1913,15727.78515,3775.199686,2648.949817
313 - CHEST PAIN,MO,1921,16876.595,3677.766788,2539.595003
313 - CHEST PAIN,MD,2117,6025.919698,5662.058101,4672.182333
313 - CHEST PAIN,VA,2748,16489.44723,3746.781295,2442.129913
313 - CHEST PAIN,NC,2767,14785.18974,3932.578966,2632.53343
313 - CHEST PAIN,NJ,2810,36743.8395,4496.972598,3121.558363
313 - CHEST PAIN,PA,2992,23135.26738,4143.768382,2747.610628
313 - CHEST PAIN,MI,3434,12932.16104,4124.387886,2990.477286
313 - CHEST PAIN,OH,3528,15991.43339,3977.163832,2662.462018
313 - CHEST PAIN,IL,4291,18719.77581,4258.075274,3019.536239
313 - CHEST PAIN,TX,6134,23887.44832,3895.943756,2638.495109
313 - CHEST PAIN,CA,6460,33120.08096,5162.024458,3969.151703
313 - CHEST PAIN,FL,7472,25559.3671,3626.242238,2513.097966
313 - CHEST PAIN,NY,8395,16777.33937,5654.305539,4272.65265
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,AK,36,65204.52778,20464.30556,19566.58333
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,WY,36,28711.97222,15422.75,13824.88889
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,VT,49,22388.30612,15551.22449,13890.73469
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,ND,90,39869.71111,14279.83333,13069.05556
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,ID,92,34677.38043,13073.26087,10426.42391
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,SD,101,45461.79208,13605.49505,11857.9802
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MT,104,30962.55769,12432.21154,11632.91346
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,RI,113,53379.63717,15565.15929,14295.66372
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,HI,134,52001.91045,18478.19403,16432.91791
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,ME,141,35118.68794,13838.89362,12380.02128
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NH,153,40573.44444,14481.52941,12707.73203
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,UT,163,32444.3681,12901.06135,9826.803681
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,DE,173,39756.47977,16366.93642,14108.53179
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NM,223,35967.84305,14241.15695,12696.84753
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NE,245,40834.03673,13718.51429,12238.57959
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,DC,296,60289.47973,19430.31419,14796.64527
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,OR,296,42476.83446,15768.75338,13900.64865
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NV,311,90437.22186,13541.03537,12049.85852
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,WV,350,28294.42286,12584.02571,10743.93714
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,KS,368,48979.33424,12355.38859,10707.83152
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,IA,381,36016.85564,12345.70866,10695.47769
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,CO,483,59008.6853,13551.35197,11743
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,CT,497,50696.47284,16507.2173,14630.10262
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,AR,551,37755.80399,11718.89474,10525.37568
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,OK,621,43880.89533,12767.02576,10896.25282
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MS,627,38961.54226,11484.60447,10479.51356
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MN,722,39765.04017,15159.06371,13193.93629
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,WA,753,49305.62284,14927.02656,13437.59097
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,WI,770,37761.17922,13820.73117,11971.24156
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,KY,771,38772.66407,12765.71595,10940.41505
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,AL,772,51331.06606,12027.86528,10484.11399
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,AZ,791,54188.92668,13857.33123,12382.5335
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,SC,911,49420.55324,12488.81339,10862.94292
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,LA,950,43815.18211,12317.19158,11106.38211
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MA,1031,33700.58196,17420.99806,15617.79146
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MO,1168,47227.10873,12891.0839,11656.52483
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MD,1205,22441.55685,21123.18506,18762.33693
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,IN,1215,41097.43951,12834.53663,11117.84444
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,TN,1325,41297.47019,11767.78717,10489.45811
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,VA,1365,45579.58828,13808.56044,11255.44029
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NJ,1513,93888.12624,14956.58691,13137.94118
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,GA,1705,44366.62815,12911.07507,11619.97361
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NC,1796,36039.02394,14177.26169,11822.65646
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,PA,2186,64252.29872,14523.83394,11573.17155
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MI,2334,34387.7395,14401.11397,12553.49272
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,IL,2385,51542.53459,14312.73669,12378.7413
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,OH,2390,42614.16276,13248.19289,11032.68703
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NY,2889,54508.67809,18374.90897,16006.79266
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,TX,3861,58292.29656,13469.19244,11379.7296
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,CA,3958,99091.98636,19129.42749,17333.72486
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,FL,3978,64477.78683,12572.59678,11003.8454
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,AK,28,40803.53571,9739.5,8320.857143
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,VT,37,13690.18919,7600.27027,6686.432432
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,ND,41,17038.7561,6107.878049,5160.04878
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,WY,45,22180.93333,8078.066667,7058.311111
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,SD,51,20467.78431,6123.235294,5391.411765
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,HI,55,30348.89091,11014.43636,8468.6
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,ID,65,18990.16923,7169.538462,5586.2
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,RI,72,28657.88889,7980.944444,6531.458333
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MT,79,16743.92405,6753.924051,4973.405063
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,DC,97,36971.64948,10080.71134,7683.226804
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NM,102,23620.67647,7650.431373,6008.264706
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,DE,104,18961.38462,7373.259615,6047
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,UT,111,18078.43243,6951.144144,4859.198198
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,ME,127,17178.43307,6857.19685,5432.96063
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NH,140,23709.93571,7119.821429,6050.214286
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NV,156,43662.5641,6939.583333,5844.615385
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,OR,167,23313.02395,8410.353293,6378.520958
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NE,168,23870.45238,7418.589286,5341.011905
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,IA,210,19936.31429,6383.82381,5029.352381
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,KS,215,26972.33023,6192.348837,5127.84186
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,WV,268,15243.41791,6241.585821,5140.947761
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MS,284,24340.71127,6129.260563,4968.707746
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,CO,285,31921.72982,6931.340351,5745.919298
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,CT,294,27570.57143,8690.816327,7055.489796
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,AR,321,19933.58879,5597.65109,4661.716511
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,OK,343,21650.22157,6502.408163,5023.588921
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,SC,363,30270.84298,6958.550964,5535.407713
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,WI,388,21523.64948,7526.948454,5525.224227
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,AZ,407,29527.41278,7356.783784,5778.216216
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,WA,420,27037.77143,7636.309524,6003.080952
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,LA,427,23603.87822,6342.639344,5056.142857
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,KY,435,19824.9931,6546.043678,5100.754023
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MN,460,24292.14348,8073.691304,6150.073913
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,AL,491,23528.96945,5893.413442,4655.232179
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MO,571,23237.58319,6438.968476,5286.220665
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,IN,589,21991.71138,6248.612903,5088.382003
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,TN,624,21767.16827,5913.921474,4871.136218
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,VA,631,24411.64025,6882.911252,5025.505547
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MD,635,10883.54331,10160.02835,9108.387402
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MA,705,20868.03404,8735.8,7391.550355
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,GA,716,22668.09358,6457.453911,5111.945531
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NJ,742,53899.56604,7724.148248,6230.407008
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NC,765,20690.75686,7127.039216,5571.07451
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,OH,1049,24684.53289,6971.378456,5375.162059
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,PA,1152,35337.26563,7290.899306,5311.513021
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MI,1184,18359.06334,7327.413007,5940.913007
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,IL,1293,27235.1338,7085.402166,5753.182521
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NY,1414,29273.31612,9015.009194,7419.420792
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,TX,1627,32300.64229,7020.484327,5333.42901
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,CA,1694,53367.57969,9249.998229,7762.825856
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,FL,1949,34294.08312,6298.767573,5117.828117
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,VT,47,71508.51064,45813.97872,42926.19149
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,WY,64,97672.32813,45581.95313,40887.57813
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,AK,69,142625.3188,60680.27536,59359.43478
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,HI,83,114504.5422,57058.9759,46467.3494
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,DC,118,161906.7458,53474.30508,44364.07627
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,RI,120,99552.55,40067.41667,37216.11667
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MT,129,74785.52713,34381.86822,33275.86822
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,ND,138,71934.62319,33808.65942,32384.68841
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,ID,146,98829.0274,39600.5,36736.95205
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,DE,173,86662.95376,39867.05202,36642.85549
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,SD,179,118266.838,39683.25698,37357.12291
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NM,194,110922.8196,43013.80412,38543.43299
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,ME,209,91489.74163,37850.38756,36215.92823
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NH,221,114073.7873,42732.08597,39154.9457
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,UT,230,83189.96087,35322.32609,30496.0087
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NV,312,205622.8686,36757.79167,34239.40385
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,OR,322,108378.1615,44370.06522,41254.88199
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,WV,352,86889.90057,36470.73864,33202.3892
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NE,373,116394.5737,38603.47185,34467.62735
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,KS,426,134164.9859,35274.19484,33308.65728
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,AR,477,118096.2558,33352.98323,31069.87212
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,IA,490,92754.08367,33954.43469,30586.93061
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,CT,500,131622.982,45821.938,42035.764
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MS,505,123535.8772,34134.69109,30693.54455
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,CO,508,146596.2382,36880.16142,34268.61811
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,OK,638,130660.9263,35822.93887,32742.13793
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,SC,651,160531.722,38355.08141,34753.85407
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MN,672,103875.0015,41574.12351,36273.94494
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,LA,698,131575.6991,34801.92693,31988.17765
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,AZ,701,156366.7104,40571.3067,35481.71184
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,WI,714,105653.1891,38412.27031,35791.57563
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,WA,744,134311.5417,44172.77151,39782.65995
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,KY,756,104578.1812,35713.23545,32636.0291
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MD,807,46012.93061,42969.15613,40919.58488
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,AL,860,133147.1256,30954.60116,28762.16395
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MA,926,87900.70086,45586.33801,42213.68359
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,TN,1016,118813.7254,32989.54823,30243.65945
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MO,1056,112431.5303,34134.34091,32148.35038
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,VA,1075,133654.8326,37997.95814,33215.99535
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,IN,1080,116867.7593,36444.9,32424.98148
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,GA,1120,125129.2098,36209.53482,33224.59643
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NJ,1466,218597.9216,39026.51637,36007.13097
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NC,1471,101638.5099,37902.14072,34022.37322
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MI,1567,90692.88705,37779.04914,34308.47671
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,OH,1713,112742.1897,35561.87624,31055.75598
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,PA,1854,167764.6748,37406.14995,32560.55394
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,IL,2107,140693.2596,38638.18652,35272.75415
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NY,2127,129731.8275,48175.25482,43251.7071
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,TX,2788,154467.4803,36498.12912,32559.69189
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,CA,2866,264824.94,51746.74669,48226.0485
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,FL,3108,178785.7185,34873.40701,31576.20721
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,AK,95,81163.92632,27883.55789,25770.8
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,HI,101,50721.14851,25223.35644,19627.67327
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,WY,104,49307.89423,21342.66346,18557.35577
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,VT,114,34893.95614,20671.12281,19180.29825
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,RI,184,49393.07609,19177.17391,16751.68478
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,ND,187,37315.8877,16621.37433,14948.23529
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,ID,202,49801.94059,17907.0297,15030.89109
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,DC,211,86250.33175,24792.61611,19363.03318
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,MT,227,41830.44053,17084.46256,15429.86784
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,NM,234,61804.74786,20857.39316,17679.89744
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,DE,239,50040.85356,20999.27615,17570.96653
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,SD,273,59397.26374,17902.71795,15496.65934
